chr	start	end	CpG	2-O_S1_R1_001-N	2-O_S1_R1_001-X	2-R_S2_R1_001-N	2-R_S2_R1_001-X	4-LL_S4_R1_001-N	4-LL_S4_R1_001-X	4-L_S3_R1_001-N	4-L_S3_R1_001-X	5-O_S2_R1_001-N	5-O_S2_R1_001-X	5-RR_S8_R1_001-N	5-RR_S8_R1_001-X	5-R_S7_R1_001-N	5-R_S7_R1_001-X	6-LL_S6_R1_001-N	6-LL_S6_R1_001-X	6-L_S5_R1_001-N	6-L_S5_R1_001-X	7-L_S1_R1_001-N	7-L_S1_R1_001-X
chr2	28048460	28048563	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36	18	NA	NA	33	9	NA	NA
chr2	28249693	28249833	7	30	27	NA	NA	29	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28324071	28324107	4	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28369125	28369255	13	NA	NA	NA	NA	NA	NA	29	6	NA	NA	NA	NA	NA	NA	NA	NA	26	8	NA	NA
chr2	28438210	28438365	9	NA	NA	NA	NA	24	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28461452	28461816	11	NA	NA	NA	NA	NA	NA	24	13	24	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28496401	28496455	7	NA	NA	NA	NA	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28496901	28496953	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	0	NA	NA	NA	NA	NA	NA
chr2	28562480	28562537	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	11	NA	NA	NA	NA	NA	NA
chr2	28695913	28696283	23	NA	NA	NA	NA	26	1	NA	NA	NA	NA	28	4	NA	NA	40	4	46	12	27	4
chr2	28773432	28773509	11	NA	NA	25	24	NA	NA	28	18	NA	NA	25	18	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28910317	28910411	7	NA	NA	NA	NA	NA	NA	20	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	28916123	28916257	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	7	NA	NA	NA	NA	NA	NA
chr2	28980482	28980567	9	NA	NA	NA	NA	NA	NA	47	16	NA	NA	27	11	28	14	NA	NA	NA	NA	NA	NA
chr2	29083366	29083429	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	20	NA	NA	NA	NA	NA	NA
chr2	29108512	29108618	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	0	NA	NA
chr2	29202421	29202482	6	NA	NA	NA	NA	NA	NA	28	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	29202699	29203052	10	NA	NA	NA	NA	22	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	3
chr2	29658106	29658163	8	NA	NA	NA	NA	NA	NA	NA	NA	30	0	33	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	29682646	29682802	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	29790834	29791095	26	NA	NA	23	6	43	30	28	7	NA	NA	23	7	39	21	43	17	37	0	NA	NA
chr2	29904579	29904796	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	4	NA	NA
chr2	30027594	30027654	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	6	NA	NA	NA	NA	NA	NA
chr2	30033457	30033896	13	21	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30061088	30061371	14	NA	NA	NA	NA	21	7	NA	NA	NA	NA	31	15	33	10	22	4	NA	NA	NA	NA
chr2	30092589	30092855	21	NA	NA	NA	NA	61	11	26	5	NA	NA	36	17	29	10	NA	NA	21	15	NA	NA
chr2	30092879	30093165	16	NA	NA	NA	NA	NA	NA	25	10	NA	NA	35	14	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30141436	30141566	10	NA	NA	NA	NA	NA	NA	27	5	NA	NA	NA	NA	NA	NA	NA	NA	26	5	NA	NA
chr2	30142329	30142509	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	6	NA	NA	NA	NA	NA	NA
chr2	30247697	30248076	25	36	13	23	8	50	5	39	11	NA	NA	43	11	30	9	NA	NA	31	7	NA	NA
chr2	30270790	30270979	16	NA	NA	20	16	40	9	NA	NA	NA	NA	NA	NA	50	9	26	12	NA	NA	NA	NA
chr2	30325987	30326199	11	26	12	NA	NA	22	12	NA	NA	24	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30327286	30327506	13	NA	NA	NA	NA	20	10	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	11
chr2	30328791	30328854	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30663112	30663261	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30683039	30683185	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30990821	30991122	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	20	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30996808	30997012	14	NA	NA	NA	NA	21	7	NA	NA	NA	NA	34	14	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31007834	31008074	14	NA	NA	NA	NA	22	5	NA	NA	NA	NA	NA	NA	30	14	NA	NA	22	1	NA	NA
chr2	31114775	31114816	4	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31170189	31170246	8	NA	NA	NA	NA	NA	NA	NA	NA	24	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31355921	31355965	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	53	NA	NA	NA	NA	NA	NA
chr2	31407668	31407776	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31496295	31496350	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	16	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31613789	31614089	14	NA	NA	32	30	NA	NA	22	21	34	30	21	21	NA	NA	36	33	20	20	23	23
chr2	31615111	31615409	14	25	8	NA	NA	NA	NA	NA	NA	NA	NA	39	19	21	10	NA	NA	32	11	NA	NA
chr2	31701216	31701353	11	NA	NA	NA	NA	NA	NA	33	5	NA	NA	NA	NA	NA	NA	NA	NA	20	11	NA	NA
chr2	31701732	31701771	8	24	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31736472	31736531	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	17	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31742851	31742990	11	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA	26	11	NA	NA	NA	NA	NA	NA
chr2	31805853	31806095	25	NA	NA	22	6	84	24	89	17	28	6	30	9	59	16	NA	NA	34	15	NA	NA
chr2	31829917	31829975	13	NA	NA	NA	NA	NA	NA	52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31937202	31937246	4	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	31939760	31939852	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	7	NA	NA
chr2	32091923	32091953	6	NA	NA	29	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32092054	32092120	10	NA	NA	NA	NA	NA	NA	27	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32127340	32127485	13	27	24	22	19	42	37	NA	NA	NA	NA	NA	NA	28	22	32	28	38	36	NA	NA
chr2	32143505	32143587	10	20	10	NA	NA	20	9	NA	NA	NA	NA	36	17	NA	NA	NA	NA	21	13	20	10
chr2	32208717	32208766	10	30	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32251080	32251156	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	11	NA	NA	NA	NA	NA	NA
chr2	32252202	32252346	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	5	NA	NA	NA	NA	NA	NA
chr2	32430791	32430844	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	0	NA	NA	NA	NA	NA	NA
chr2	32431219	32431422	14	21	6	21	13	33	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32438764	32439098	17	NA	NA	NA	NA	32	8	22	7	20	3	29	8	20	10	22	13	NA	NA	NA	NA
chr2	32467914	32468145	10	NA	NA	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32549545	32549568	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32567847	32567955	12	NA	NA	NA	NA	44	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32582893	32583034	5	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32606523	32606775	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	12	NA	NA
chr2	32612864	32612919	7	NA	NA	NA	NA	NA	NA	21	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32631321	32631407	8	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32767856	32768168	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA	NA	NA	NA	NA	21	7
chr2	32801315	32801360	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	21	NA	NA	NA	NA	NA	NA	NA	NA
chr2	33287114	33287173	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	7	NA	NA	NA	NA
chr2	33472439	33472544	6	NA	NA	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	33495083	33495142	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	9	NA	NA	NA	NA	NA	NA
chr2	33495994	33496137	15	NA	NA	34	8	32	11	NA	NA	NA	NA	22	4	53	2	NA	NA	31	16	NA	NA
chr2	33498137	33498339	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr2	33500392	33500530	5	NA	NA	NA	NA	24	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	33507916	33507970	4	NA	NA	NA	NA	NA	NA	20	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	33508102	33508402	16	38	35	60	53	86	75	67	60	48	42	47	46	69	64	68	61	37	31	43	40
chr2	33657551	33657620	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA	NA	NA	NA	NA
chr2	34215422	34215460	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	15	NA	NA	NA	NA	NA	NA
chr2	34227171	34227269	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3	26	12	NA	NA
chr2	34609252	34609418	13	NA	NA	NA	NA	22	13	NA	NA	33	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	34626641	34626886	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	8	NA	NA	NA	NA	NA	NA	NA	NA
chr2	34627728	34627982	21	28	6	33	21	NA	NA	41	7	30	14	NA	NA	24	2	NA	NA	NA	NA	66	11
chr2	34628073	34628276	16	NA	NA	NA	NA	28	20	NA	NA	NA	NA	28	14	31	5	NA	NA	NA	NA	NA	NA
chr2	34657952	34658045	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	21	NA	NA	25	8	NA	NA	NA	NA
chr2	34760403	34760629	10	NA	NA	NA	NA	25	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	34768909	34768964	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	22	NA	NA	34	12	NA	NA
chr2	34770082	34770168	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	14	NA	NA	NA	NA	NA	NA	NA	NA
chr2	34816917	34817166	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	3	NA	NA	NA	NA
chr2	34858768	34858907	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18	NA	NA
chr2	34922171	34922447	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	18	NA	NA
chr2	35056505	35056548	4	NA	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	35285649	35285663	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	30
chr2	35316571	35316749	10	NA	NA	NA	NA	23	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	5	NA	NA
chr2	35346720	35347088	22	NA	NA	32	30	29	29	42	38	20	20	45	43	48	36	NA	NA	38	35	34	24
chr2	35517521	35517559	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	35834669	35834730	8	NA	NA	NA	NA	26	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	35946083	35946534	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	12	20	10	NA	NA	NA	NA	27	12
chr2	35946706	35946915	20	40	15	21	1	38	11	21	2	NA	NA	NA	NA	29	19	NA	NA	48	7	38	11
chr2	36066357	36066400	7	NA	NA	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	37112866	37113007	5	NA	NA	20	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	37286534	37286753	10	27	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	37308317	37308531	8	20	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA	NA	NA
chr2	37557843	37558057	8	NA	NA	NA	NA	NA	NA	20	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38203362	38203599	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	4	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38210097	38210170	7	20	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38210450	38210700	11	NA	NA	NA	NA	23	2	NA	NA	NA	NA	NA	NA	NA	NA	24	2	NA	NA	NA	NA
chr2	38212645	38212689	7	NA	NA	NA	NA	NA	NA	34	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38224315	38224465	11	NA	NA	NA	NA	32	10	29	10	NA	NA	26	10	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38499302	38499491	16	NA	NA	NA	NA	NA	NA	24	8	NA	NA	NA	NA	31	10	NA	NA	NA	NA	NA	NA
chr2	38499736	38499893	6	NA	NA	NA	NA	28	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38513884	38513923	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr2	38553054	38553368	14	23	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38566985	38567088	6	NA	NA	NA	NA	20	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	38781295	38781464	7	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	39045577	39045832	11	NA	NA	NA	NA	NA	NA	26	5	21	9	NA	NA	NA	NA	NA	NA	21	1	NA	NA
chr2	39276112	39276296	10	NA	NA	NA	NA	NA	NA	NA	NA	27	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	42508512	42508601	10	NA	NA	22	9	32	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	44844167	44844219	6	NA	NA	23	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	44972099	44972211	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32	5	NA	NA	NA	NA	NA	NA
chr2	49306464	49306620	13	NA	NA	29	7	NA	NA	NA	NA	NA	NA	NA	NA	31	21	NA	NA	NA	NA	NA	NA
chr2	49307412	49307454	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	16	NA	NA	NA	NA
chr2	49475371	49475418	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr2	49578510	49578715	12	NA	NA	NA	NA	23	22	NA	NA	NA	NA	NA	NA	NA	NA	29	26	22	22	22	19
chr2	49642898	49643099	16	NA	NA	NA	NA	34	2	NA	NA	NA	NA	54	9	NA	NA	NA	NA	44	13	NA	NA
chr2	51150352	51150362	5	NA	NA	NA	NA	NA	NA	NA	NA	25	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	51790231	51790338	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	51928890	51928927	8	NA	NA	NA	NA	NA	NA	NA	NA	31	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	52530639	52530893	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	18	NA	NA	20	11	NA	NA
chr2	52617686	52617894	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	10	NA	NA	NA	NA
chr2	52716697	52716740	9	24	2	NA	NA	21	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	52719624	52719695	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	10	NA	NA	NA	NA	NA	NA	NA	NA
chr2	53049938	53050295	21	NA	NA	52	22	27	16	32	16	NA	NA	28	12	22	11	NA	NA	40	15	NA	NA
chr2	53051096	53051134	7	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	53051276	53051322	8	NA	NA	NA	NA	NA	NA	NA	NA	25	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	53051537	53051704	9	NA	NA	NA	NA	27	1	NA	NA	NA	NA	41	4	NA	NA	NA	NA	21	0	25	6
chr2	53855145	53855157	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	28
chr2	53937463	53937685	20	NA	NA	36	14	54	37	NA	NA	NA	NA	22	5	25	9	NA	NA	NA	NA	NA	NA
chr2	54738212	54738263	6	32	30	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr2	56954633	56954925	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	8	23	13	NA	NA	NA	NA	28	7
chr2	56955464	56955645	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3	NA	NA	NA	NA
chr2	56964908	56964952	8	NA	NA	NA	NA	NA	NA	NA	NA	24	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	56966591	56966982	22	25	4	25	3	39	13	41	4	21	0	50	15	21	2	NA	NA	53	8	20	5
chr2	56967280	56967359	9	NA	NA	NA	NA	26	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	56969002	56969353	15	NA	NA	39	11	NA	NA	NA	NA	22	9	NA	NA	NA	NA	NA	NA	32	4	NA	NA
chr2	57034439	57034521	6	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	58418939	58419064	13	50	24	NA	NA	29	10	NA	NA	23	9	NA	NA	55	21	44	9	27	12	28	13
chr2	58895177	58895304	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	20	NA	NA
chr2	59186135	59186195	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	57
chr2	59587435	59587622	7	21	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	59962703	59962894	11	NA	NA	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA	22	0	21	6	NA	NA
chr2	60391357	60391391	6	24	0	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	60589879	60590016	7	NA	NA	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	60637674	60637861	9	NA	NA	22	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	60718962	60719135	16	NA	NA	NA	NA	22	19	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr2	61494514	61494581	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	61643028	61643261	10	NA	NA	21	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	61643534	61643578	6	NA	NA	30	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	61643831	61643956	11	NA	NA	NA	NA	38	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	11	NA	NA
chr2	61649487	61649834	27	NA	NA	NA	NA	32	1	26	4	NA	NA	36	4	48	11	NA	NA	NA	NA	28	3
chr2	62249888	62249929	7	NA	NA	NA	NA	28	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	62481748	62481912	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	11	NA	NA	NA	NA
chr2	62484168	62484396	15	27	14	45	8	NA	NA	27	7	NA	NA	NA	NA	NA	NA	NA	NA	22	14	NA	NA
chr2	62502466	62502657	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	13	NA	NA	NA	NA	NA	NA
chr2	63936654	63936692	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	8	NA	NA
chr2	64885187	64885197	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	19	NA	NA	NA	NA	NA	NA
chr2	65346518	65346703	9	32	28	NA	NA	30	29	NA	NA	NA	NA	NA	NA	NA	NA	34	20	NA	NA	21	18
chr2	65448305	65448335	4	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	66094776	66094835	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr2	66278160	66278582	12	31	5	NA	NA	NA	NA	27	10	NA	NA	NA	NA	NA	NA	NA	NA	39	11	NA	NA
chr2	67660122	67660154	3	21	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	68187769	68187985	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	6	NA	NA
chr2	68243207	68243362	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	9	NA	NA
chr2	68699846	68699907	7	NA	NA	NA	NA	NA	NA	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	68700241	68700591	27	NA	NA	27	0	36	16	52	19	24	8	33	18	NA	NA	NA	NA	NA	NA	48	11
chr2	69382137	69382453	13	NA	NA	NA	NA	21	14	29	25	NA	NA	NA	NA	20	12	NA	NA	22	10	NA	NA
chr2	69424086	69424303	15	NA	NA	NA	NA	NA	NA	45	19	NA	NA	NA	NA	NA	NA	24	9	27	8	20	5
chr2	69485371	69485426	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	13	NA	NA	NA	NA	NA	NA
chr2	69551171	69551311	14	28	5	NA	NA	NA	NA	49	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	69560848	69561002	13	28	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	69604327	69604412	13	22	21	20	20	35	24	NA	NA	22	21	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr2	69699694	69699749	7	NA	NA	NA	NA	NA	NA	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	69735838	69735952	12	NA	NA	23	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	30	NA	NA	NA	NA
chr2	69966363	69966432	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	23	NA	NA
chr2	70314254	70314455	15	28	3	NA	NA	22	11	NA	NA	NA	NA	38	7	NA	NA	23	4	NA	NA	25	2
chr2	70397611	70397847	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	10	NA	NA	NA	NA	NA	NA
chr2	70400462	70400761	14	31	18	NA	NA	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA	NA	NA	NA	NA
chr2	70401341	70401509	10	NA	NA	NA	NA	NA	NA	20	7	NA	NA	20	5	NA	NA	NA	NA	NA	NA	NA	NA
chr2	70542561	70542689	9	NA	NA	20	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	9	NA	NA
chr2	70663481	70663546	15	NA	NA	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr2	70870515	70870662	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	19	NA	NA	NA	NA	NA	NA
chr2	70893873	70894035	17	37	9	23	11	36	14	NA	NA	NA	NA	52	16	33	8	22	1	20	4	31	12
