chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr2	120996159	120996506	17	NA	NA	44	21	NA	NA	NA	NA	NA	NA
chr2	121114871	121114934	5	NA	NA	NA	NA	NA	NA	NA	NA	22	14
chr2	121239255	121239296	8	NA	NA	NA	NA	NA	NA	40	30	NA	NA
chr2	121239427	121239485	7	NA	NA	NA	NA	NA	NA	NA	NA	25	15
chr2	121274998	121275062	8	NA	NA	NA	NA	NA	NA	31	0	NA	NA
chr2	121692485	121692552	11	NA	NA	NA	NA	40	25	NA	NA	NA	NA
chr2	121853727	121853823	6	NA	NA	NA	NA	NA	NA	NA	NA	20	2
chr2	122200886	122201002	8	NA	NA	28	8	NA	NA	NA	NA	NA	NA
chr2	122456355	122456406	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr2	122591159	122591224	9	NA	NA	NA	NA	NA	NA	NA	NA	33	8
chr2	125073267	125073318	6	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr2	125073739	125073818	6	NA	NA	26	4	NA	NA	NA	NA	NA	NA
chr2	126535251	126535299	7	NA	NA	21	21	NA	NA	NA	NA	22	22
chr2	126702230	126702287	5	NA	NA	NA	NA	NA	NA	NA	NA	39	8
chr2	127073540	127073594	5	NA	NA	NA	NA	NA	NA	NA	NA	30	8
chr2	127834591	127834783	10	NA	NA	NA	NA	NA	NA	43	37	NA	NA
chr2	128864990	128865088	11	NA	NA	25	18	NA	NA	NA	NA	22	12
chr2	129079073	129079117	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr2	129625916	129626070	8	NA	NA	NA	NA	21	10	NA	NA	NA	NA
chr2	130970357	130970412	7	NA	NA	NA	NA	NA	NA	NA	NA	21	21
chr2	130997260	130997320	8	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr2	131781181	131781375	9	NA	NA	NA	NA	NA	NA	31	22	NA	NA
chr2	131881412	131881554	9	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr2	131971124	131971177	7	NA	NA	NA	NA	27	11	NA	NA	NA	NA
chr2	132641870	132641917	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr2	132705251	132705306	7	26	23	NA	NA	NA	NA	NA	NA	NA	NA
chr2	140296863	140296909	5	NA	NA	NA	NA	NA	NA	23	22	NA	NA
chr2	142729149	142729191	5	NA	NA	NA	NA	NA	NA	NA	NA	24	18
chr2	143968981	143969022	8	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr2	144096148	144096201	9	NA	NA	NA	NA	NA	NA	NA	NA	33	0
chr2	145501365	145501545	7	NA	NA	NA	NA	NA	NA	22	2	NA	NA
chr2	148221912	148221995	7	NA	NA	NA	NA	NA	NA	24	24	NA	NA
chr2	150574752	150574796	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr2	150612371	150612442	6	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr2	151320448	151320663	14	20	8	31	20	NA	NA	40	18	40	16
chr2	151566842	151566885	7	40	0	NA	NA	32	0	NA	NA	NA	NA
chr2	151796289	151796340	6	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr2	151799703	151799744	4	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	151805632	151805707	6	NA	NA	21	15	NA	NA	NA	NA	NA	NA
chr2	151805830	151805883	6	NA	NA	33	1	NA	NA	NA	NA	NA	NA
chr2	151919349	151919410	8	NA	NA	NA	NA	NA	NA	NA	NA	28	17
chr2	152158099	152158166	11	NA	NA	37	1	NA	NA	NA	NA	NA	NA
chr2	152169149	152169215	5	NA	NA	23	2	NA	NA	NA	NA	NA	NA
chr2	152673782	152673839	7	NA	NA	35	7	NA	NA	21	18	NA	NA
chr2	152841451	152841575	6	NA	NA	NA	NA	NA	NA	NA	NA	21	7
chr2	153067284	153067345	10	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr2	153271370	153271391	5	NA	NA	20	1	NA	NA	NA	NA	NA	NA
chr2	153353616	153353658	8	NA	NA	NA	NA	NA	NA	29	24	NA	NA
chr2	154120626	154120738	7	NA	NA	26	2	NA	NA	20	0	NA	NA
chr2	154198448	154198506	7	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr2	154439664	154439703	6	30	6	NA	NA	NA	NA	NA	NA	NA	NA
chr2	154458121	154458156	4	NA	NA	NA	NA	NA	NA	NA	NA	22	22
chr2	155343743	155343813	10	NA	NA	21	4	NA	NA	NA	NA	27	5
chr2	155767970	155768040	6	NA	NA	NA	NA	22	18	NA	NA	NA	NA
chr2	155937675	155937722	11	NA	NA	NA	NA	33	0	NA	NA	NA	NA
chr2	156308004	156308083	7	NA	NA	NA	NA	NA	NA	NA	NA	25	25
chr2	156535807	156535900	7	NA	NA	45	35	NA	NA	NA	NA	28	21
chr2	156630588	156630625	4	NA	NA	22	21	NA	NA	NA	NA	NA	NA
chr2	156668249	156668307	6	NA	NA	NA	NA	NA	NA	NA	NA	20	9
chr2	156688579	156688649	7	NA	NA	21	4	NA	NA	NA	NA	NA	NA
chr2	157030462	157030509	8	24	8	NA	NA	NA	NA	NA	NA	NA	NA
chr2	158187028	158187344	16	NA	NA	37	22	20	1	NA	NA	NA	NA
chr2	158235409	158235469	7	NA	NA	21	12	NA	NA	NA	NA	NA	NA
chr2	158443226	158443261	8	NA	NA	40	39	NA	NA	NA	NA	NA	NA
chr2	158450766	158450858	13	NA	NA	NA	NA	23	0	NA	NA	38	0
chr2	158520412	158520484	6	NA	NA	28	24	NA	NA	NA	NA	NA	NA
chr2	159768642	159768652	6	NA	NA	NA	NA	30	28	NA	NA	NA	NA
chr2	160471761	160471805	9	NA	NA	NA	NA	36	6	NA	NA	NA	NA
chr2	160698637	160698710	10	32	10	NA	NA	NA	NA	NA	NA	NA	NA
chr2	162843172	162843237	13	NA	NA	NA	NA	NA	NA	46	4	NA	NA
chr2	163029387	163029566	8	NA	NA	20	15	NA	NA	NA	NA	NA	NA
chr2	163029678	163029731	8	NA	NA	NA	NA	NA	NA	26	18	NA	NA
chr2	163172368	163172423	5	NA	NA	NA	NA	NA	NA	NA	NA	24	8
chr2	163244829	163244878	8	34	5	NA	NA	NA	NA	NA	NA	NA	NA
chr2	163684410	163684512	12	NA	NA	24	8	28	20	NA	NA	NA	NA
chr2	163833315	163833414	6	22	22	47	45	NA	NA	NA	NA	NA	NA
chr2	163896431	163896495	6	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr2	164215536	164215589	7	NA	NA	NA	NA	NA	NA	21	13	NA	NA
chr2	164223078	164223492	27	77	76	121	118	103	98	66	66	74	72
chr2	164223519	164223915	20	50	50	49	48	59	58	42	42	33	33
chr2	164542081	164542192	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr2	164571386	164571481	15	NA	NA	55	26	NA	NA	30	20	28	14
chr2	164611125	164611186	8	NA	NA	28	2	NA	NA	NA	NA	NA	NA
chr2	164796594	164796746	9	NA	NA	NA	NA	NA	NA	27	21	NA	NA
chr2	164868924	164868955	4	20	9	NA	NA	NA	NA	NA	NA	NA	NA
chr2	165389054	165389102	7	NA	NA	NA	NA	23	16	NA	NA	NA	NA
chr2	165687262	165687468	11	22	22	NA	NA	NA	NA	34	33	NA	NA
chr2	165724248	165724478	10	NA	NA	NA	NA	NA	NA	23	23	24	22
chr2	165953766	165953830	6	NA	NA	20	17	NA	NA	NA	NA	NA	NA
chr2	166539903	166540082	9	NA	NA	24	14	NA	NA	NA	NA	NA	NA
chr2	166840848	166840914	10	NA	NA	NA	NA	NA	NA	NA	NA	48	0
chr2	166905150	166905194	6	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr2	167318481	167318666	16	NA	NA	27	4	NA	NA	35	2	27	9
chr2	167329511	167329558	7	NA	NA	NA	NA	NA	NA	NA	NA	24	17
chr2	167364017	167364079	8	NA	NA	NA	NA	NA	NA	24	3	NA	NA
chr2	167905987	167906061	9	NA	NA	NA	NA	35	23	NA	NA	NA	NA
chr2	167981908	167981952	8	NA	NA	NA	NA	NA	NA	NA	NA	30	26
chr2	168426800	168426853	7	NA	NA	NA	NA	NA	NA	NA	NA	28	11
chr2	169186249	169186329	6	NA	NA	21	15	NA	NA	NA	NA	NA	NA
chr2	169429429	169429445	9	NA	NA	NA	NA	NA	NA	NA	NA	36	33
chr2	169978998	169979039	7	NA	NA	NA	NA	NA	NA	NA	NA	24	15
chr2	170664020	170664075	6	23	22	NA	NA	NA	NA	NA	NA	NA	NA
chr2	171633435	171633483	4	24	24	NA	NA	NA	NA	NA	NA	NA	NA
chr2	172195921	172196025	7	NA	NA	26	3	NA	NA	NA	NA	NA	NA
chr2	172764635	172764670	8	33	27	NA	NA	NA	NA	NA	NA	NA	NA
chr2	172847307	172847368	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr2	172847629	172847696	7	NA	NA	NA	NA	NA	NA	28	14	NA	NA
chr2	173411526	173411817	19	NA	NA	29	29	66	64	NA	NA	40	39
chr2	173411839	173412119	17	NA	NA	27	25	28	25	52	51	NA	NA
chr2	173901717	173901828	10	NA	NA	NA	NA	NA	NA	NA	NA	28	4
chr2	173902689	173902866	8	NA	NA	20	11	NA	NA	NA	NA	NA	NA
chr2	177182862	177182896	3	NA	NA	NA	NA	21	13	NA	NA	NA	NA
chr2	177282890	177283086	5	NA	NA	NA	NA	24	4	NA	NA	NA	NA
chr2	177575029	177575100	3	NA	NA	NA	NA	NA	NA	27	3	NA	NA
chr2	178146643	178146715	7	20	20	24	22	NA	NA	NA	NA	NA	NA
chr2	179711297	179711459	16	53	4	NA	NA	NA	NA	NA	NA	NA	NA
chr2	179759032	179759059	7	21	1	NA	NA	NA	NA	NA	NA	NA	NA
chr2	179992496	179992653	10	NA	NA	39	17	NA	NA	22	12	23	11
chr2	180324160	180324266	13	20	14	31	10	NA	NA	26	10	NA	NA
chr2	180688830	180688969	8	NA	NA	22	9	NA	NA	NA	NA	NA	NA
chr2	181631498	181631752	11	NA	NA	24	18	27	24	NA	NA	NA	NA
chr2	181687687	181687924	11	NA	NA	22	11	NA	NA	22	13	37	31
chr2	181688099	181688204	6	20	16	NA	NA	NA	NA	NA	NA	NA	NA
chr3	5860619	5860756	17	54	39	61	32	80	37	70	45	63	21
chr3	8246376	8246568	3	51	33	70	57	73	46	57	47	65	41
chr3	8666730	8666881	14	29	11	32	17	NA	NA	NA	NA	NA	NA
chr3	8767603	8767721	9	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr3	9450816	9450974	14	37	35	69	67	90	88	37	36	35	34
chr3	9452136	9452298	14	65	63	32	31	84	83	69	67	48	48
chr3	10331257	10331295	6	23	3	NA	NA	NA	NA	NA	NA	NA	NA
chr3	13473338	13473403	5	NA	NA	NA	NA	25	9	NA	NA	NA	NA
chr3	14862949	14863003	4	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr3	27906636	27906768	6	NA	NA	22	21	NA	NA	NA	NA	NA	NA
chr3	30501273	30501316	7	NA	NA	32	11	NA	NA	NA	NA	NA	NA
chr3	30867732	30867839	12	NA	NA	22	5	39	6	NA	NA	NA	NA
chr3	31207804	31207987	6	NA	NA	20	6	NA	NA	NA	NA	NA	NA
chr3	32259729	32259838	4	NA	NA	NA	NA	NA	NA	NA	NA	25	25
chr3	32607294	32607333	6	NA	NA	NA	NA	NA	NA	NA	NA	24	4
chr3	34353287	34353357	7	NA	NA	NA	NA	28	28	31	31	NA	NA
chr3	34548726	34548784	10	NA	NA	30	11	NA	NA	NA	NA	NA	NA
chr3	35652815	35652884	7	NA	NA	NA	NA	NA	NA	NA	NA	21	1
chr3	36375591	36375751	6	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr3	36420320	36420348	8	NA	NA	NA	NA	NA	NA	NA	NA	24	18
chr3	36588565	36588604	6	NA	NA	NA	NA	NA	NA	20	16	NA	NA
chr3	37318525	37318574	7	NA	NA	25	0	NA	NA	NA	NA	NA	NA
chr3	37586413	37586540	6	NA	NA	21	15	NA	NA	NA	NA	NA	NA
chr3	38295757	38295911	6	25	23	27	22	NA	NA	NA	NA	NA	NA
chr3	38784351	38784384	5	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr3	45182236	45182311	8	NA	NA	NA	NA	NA	NA	35	17	NA	NA
chr3	50701969	50702026	7	20	18	NA	NA	NA	NA	NA	NA	NA	NA
chr3	50710235	50710290	4	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr3	51028834	51028924	14	NA	NA	NA	NA	NA	NA	74	0	NA	NA
chr3	51365142	51365335	10	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr3	51394317	51394366	5	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr3	51440674	51440762	8	22	22	NA	NA	NA	NA	NA	NA	NA	NA
chr3	51908504	51908620	12	NA	NA	43	10	NA	NA	NA	NA	NA	NA
chr3	52072567	52072641	17	NA	NA	76	30	NA	NA	NA	NA	55	25
chr3	53205992	53206162	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr3	54986857	54986896	5	NA	NA	NA	NA	NA	NA	25	23	NA	NA
chr3	55126323	55126354	8	NA	NA	NA	NA	NA	NA	32	30	NA	NA
chr3	55591444	55591498	8	26	26	NA	NA	NA	NA	NA	NA	24	18
chr3	55591618	55591668	6	NA	NA	NA	NA	24	20	NA	NA	NA	NA
chr3	56865180	56865238	7	NA	NA	NA	NA	26	25	NA	NA	NA	NA
chr3	57379647	57379776	15	NA	NA	42	26	NA	NA	NA	NA	NA	NA
chr3	57570422	57570537	8	37	15	25	16	38	20	NA	NA	48	35
chr3	58218609	58218638	9	NA	NA	27	5	NA	NA	NA	NA	NA	NA
chr3	58329382	58329501	11	NA	NA	38	5	NA	NA	NA	NA	NA	NA
chr3	58810753	58810804	6	NA	NA	23	3	NA	NA	NA	NA	NA	NA
chr3	61169086	61169160	10	NA	NA	NA	NA	NA	NA	33	7	NA	NA
chr3	62310670	62310741	10	NA	NA	34	15	NA	NA	NA	NA	NA	NA
chr3	63099825	63099870	7	21	19	NA	NA	NA	NA	NA	NA	NA	NA
chr3	63709431	63709469	4	NA	NA	NA	NA	20	9	NA	NA	NA	NA
chr3	63768718	63768785	10	NA	NA	NA	NA	NA	NA	42	7	NA	NA
chr3	65331917	65331937	5	NA	NA	NA	NA	20	14	NA	NA	NA	NA
chr3	65774001	65774022	6	NA	NA	29	27	NA	NA	NA	NA	NA	NA
chr3	66782677	66782723	6	NA	NA	NA	NA	NA	NA	NA	NA	20	19
chr3	67178182	67178302	14	NA	NA	NA	NA	29	1	NA	NA	29	5
chr3	68517023	68517277	9	NA	NA	20	19	NA	NA	NA	NA	31	26
chr3	68808866	68808917	8	NA	NA	NA	NA	NA	NA	24	6	NA	NA
chr3	69121161	69121229	12	36	3	NA	NA	NA	NA	NA	NA	NA	NA
chr3	79047183	79047191	3	NA	NA	NA	NA	NA	NA	21	15	NA	NA
chr3	79395515	79395579	7	NA	NA	NA	NA	NA	NA	29	1	NA	NA
chr3	79588425	79588477	6	NA	NA	NA	NA	24	7	NA	NA	NA	NA
chr3	81515736	81515842	10	NA	NA	NA	NA	23	22	30	28	24	22
chr3	82161866	82162016	10	NA	NA	NA	NA	29	9	NA	NA	NA	NA
chr3	83568261	83568324	6	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr3	83639484	83639515	4	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr3	83994696	83994801	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr3	84283380	84283438	8	NA	NA	NA	NA	24	12	NA	NA	NA	NA
chr3	84284066	84284240	12	NA	NA	22	5	NA	NA	NA	NA	22	9
chr3	84618587	84618643	9	NA	NA	NA	NA	NA	NA	NA	NA	27	10
chr3	85482985	85483001	8	NA	NA	NA	NA	NA	NA	NA	NA	32	32
chr3	86609883	86610145	7	NA	NA	NA	NA	NA	NA	20	20	23	22
chr3	86723809	86724022	11	NA	NA	NA	NA	21	11	NA	NA	NA	NA
chr3	87333221	87333256	4	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr3	87599678	87599858	13	NA	NA	33	13	33	18	NA	NA	NA	NA
chr3	87710546	87710684	16	NA	NA	53	16	NA	NA	NA	NA	NA	NA
chr3	87710814	87710873	8	NA	NA	NA	NA	NA	NA	NA	NA	31	0
chr3	87723352	87723395	6	28	6	NA	NA	NA	NA	NA	NA	NA	NA
chr3	87862351	87862561	22	NA	NA	NA	NA	54	3	NA	NA	21	1
chr3	87946316	87946441	15	NA	NA	NA	NA	NA	NA	NA	NA	63	28
chr3	88004231	88004379	8	NA	NA	NA	NA	NA	NA	NA	NA	24	22
chr3	88101348	88101422	8	NA	NA	NA	NA	NA	NA	25	1	NA	NA
chr3	88169923	88169986	6	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr3	88185872	88186064	7	NA	NA	NA	NA	NA	NA	22	14	NA	NA
chr3	88244963	88244995	8	NA	NA	NA	NA	NA	NA	NA	NA	32	10
chr3	88335251	88335304	5	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr3	88356831	88356950	10	NA	NA	NA	NA	NA	NA	NA	NA	36	13
chr3	88424702	88424983	13	NA	NA	28	12	43	24	NA	NA	NA	NA
chr3	88754614	88754670	13	39	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	88897078	88897235	8	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr3	88936451	88936542	9	NA	NA	NA	NA	20	18	23	18	NA	NA
chr3	88969027	88969142	7	NA	NA	NA	NA	NA	NA	NA	NA	31	12
chr3	89017807	89017848	5	NA	NA	22	3	NA	NA	NA	NA	NA	NA
chr3	89018135	89018487	20	NA	NA	25	0	44	6	NA	NA	NA	NA
chr3	89050409	89050526	10	NA	NA	23	8	NA	NA	20	6	NA	NA
chr3	89153345	89153456	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr3	89263299	89263336	5	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr3	89801838	89801893	7	NA	NA	29	11	20	0	NA	NA	NA	NA
chr3	90097759	90097864	10	NA	NA	NA	NA	NA	NA	NA	NA	29	9
chr3	90270048	90270098	7	NA	NA	28	16	NA	NA	NA	NA	NA	NA
chr3	90313155	90313308	11	NA	NA	33	1	NA	NA	NA	NA	NA	NA
chr3	90318218	90318409	7	NA	NA	22	2	NA	NA	NA	NA	NA	NA
chr3	91828441	91828482	6	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr3	93247990	93248301	19	NA	NA	NA	NA	53	23	NA	NA	20	6
chr3	93249970	93250207	13	NA	NA	NA	NA	NA	NA	32	8	NA	NA
chr3	93251143	93251200	10	37	11	36	15	NA	NA	20	0	NA	NA
chr3	93251326	93251367	7	NA	NA	NA	NA	NA	NA	41	0	NA	NA
chr3	94462741	94462782	8	NA	NA	24	15	NA	NA	NA	NA	NA	NA
chr3	94590276	94590370	10	NA	NA	NA	NA	NA	NA	22	4	NA	NA
chr3	94818780	94818860	8	NA	NA	NA	NA	NA	NA	NA	NA	34	9
chr3	94819074	94819189	10	NA	NA	NA	NA	NA	NA	39	1	NA	NA
chr3	94819993	94820050	8	NA	NA	NA	NA	NA	NA	24	6	NA	NA
chr3	94964795	94964838	6	NA	NA	NA	NA	48	9	NA	NA	28	0
chr3	94976212	94976308	8	NA	NA	NA	NA	NA	NA	29	29	NA	NA
chr3	95032570	95032610	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr3	95034134	95034178	7	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr3	95238454	95238569	9	NA	NA	NA	NA	NA	NA	27	4	NA	NA
chr3	95363564	95363627	9	NA	NA	NA	NA	NA	NA	31	30	NA	NA
chr3	95428766	95428821	5	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr3	95686629	95686676	9	NA	NA	21	9	NA	NA	NA	NA	42	18
chr3	95732923	95733018	7	32	3	20	4	NA	NA	21	2	NA	NA
chr3	95734244	95734295	11	NA	NA	33	0	NA	NA	NA	NA	NA	NA
chr3	96023835	96024108	32	55	20	103	20	41	0	67	11	44	13
chr3	96024367	96024497	9	NA	NA	NA	NA	NA	NA	27	4	20	2
chr3	96025182	96025460	15	NA	NA	23	2	22	8	20	3	44	12
chr3	96066978	96067169	21	NA	NA	74	10	21	5	44	11	52	1
chr3	96073001	96073029	6	NA	NA	NA	NA	24	4	NA	NA	NA	NA
chr3	96082632	96082698	4	NA	NA	NA	NA	20	19	NA	NA	NA	NA
chr3	96126723	96126812	6	NA	NA	NA	NA	NA	NA	22	16	NA	NA
chr3	96132024	96132076	6	NA	NA	21	15	31	19	22	11	25	24
chr3	96132199	96132326	16	NA	NA	43	19	NA	NA	58	21	21	7
chr3	96137308	96137383	5	NA	NA	20	17	NA	NA	NA	NA	NA	NA
chr3	96137984	96138038	6	29	15	NA	NA	NA	NA	NA	NA	NA	NA
chr3	96138225	96138282	7	NA	NA	29	13	NA	NA	NA	NA	NA	NA
chr3	96144626	96144781	8	NA	NA	28	23	37	28	NA	NA	20	12
chr3	96146719	96146845	10	NA	NA	29	29	NA	NA	NA	NA	NA	NA
chr3	96147441	96147532	6	NA	NA	NA	NA	22	12	NA	NA	NA	NA
chr3	96194622	96194669	7	NA	NA	NA	NA	NA	NA	33	25	NA	NA
chr3	97571705	97571767	8	NA	NA	NA	NA	NA	NA	36	2	NA	NA
chr3	97671754	97671960	11	NA	NA	28	16	24	10	NA	NA	NA	NA
chr3	99057717	99057770	11	NA	NA	NA	NA	NA	NA	NA	NA	42	35
chr3	100496395	100496421	5	NA	NA	22	9	NA	NA	NA	NA	NA	NA
chr3	101180975	101181038	8	NA	NA	NA	NA	NA	NA	40	0	NA	NA
chr3	101516800	101516836	8	26	26	NA	NA	NA	NA	NA	NA	NA	NA
chr3	102799760	102799814	11	NA	NA	NA	NA	NA	NA	21	10	33	26
chr3	102862441	102862501	3	20	8	NA	NA	NA	NA	NA	NA	NA	NA
chr3	102906924	102906973	7	NA	NA	NA	NA	21	4	NA	NA	NA	NA
chr3	103242951	103242996	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr3	103575648	103575715	5	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr3	103613333	103613378	10	NA	NA	NA	NA	NA	NA	40	36	NA	NA
chr3	103772147	103772334	16	NA	NA	NA	NA	NA	NA	NA	NA	52	27
chr3	105490019	105490061	8	NA	NA	NA	NA	40	0	NA	NA	NA	NA
chr3	105762495	105762546	8	NA	NA	NA	NA	NA	NA	24	13	NA	NA
chr3	107261828	107261884	5	NA	NA	NA	NA	30	12	NA	NA	NA	NA
chr3	107262273	107262373	10	NA	NA	NA	NA	NA	NA	24	4	NA	NA
chr3	107262596	107262637	7	NA	NA	NA	NA	NA	NA	NA	NA	28	16
chr3	107399965	107400007	7	43	30	NA	NA	NA	NA	NA	NA	NA	NA
chr3	107400141	107400198	7	NA	NA	NA	NA	NA	NA	NA	NA	27	16
chr3	107434628	107434687	7	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr3	107498763	107498890	8	NA	NA	NA	NA	NA	NA	30	10	NA	NA
chr3	107499030	107499097	7	NA	NA	NA	NA	NA	NA	NA	NA	20	13
chr3	107563321	107563361	6	NA	NA	NA	NA	25	6	NA	NA	NA	NA
chr3	107820442	107820494	10	NA	NA	NA	NA	NA	NA	66	7	NA	NA
chr3	107889076	107889248	10	NA	NA	NA	NA	NA	NA	20	5	21	7
chr3	107948979	107949142	16	35	7	22	9	NA	NA	27	2	28	8
chr3	108013724	108013873	8	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr3	108086492	108086605	7	NA	NA	28	13	NA	NA	NA	NA	NA	NA
chr3	108357077	108357100	4	NA	NA	NA	NA	24	1	NA	NA	NA	NA
chr3	108365317	108365355	8	NA	NA	NA	NA	24	13	NA	NA	NA	NA
chr3	108524829	108524873	6	NA	NA	NA	NA	NA	NA	22	18	NA	NA
chr3	108714307	108714368	8	40	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	109180199	109180218	3	NA	NA	NA	NA	21	14	NA	NA	NA	NA
chr3	115490065	115490113	8	NA	NA	31	28	NA	NA	NA	NA	NA	NA
chr3	115609260	115609529	9	68	67	68	65	81	81	90	90	80	76
chr3	116030351	116030426	8	21	1	36	22	21	6	NA	NA	NA	NA
chr3	116050606	116050771	15	NA	NA	50	44	27	27	30	30	38	37
chr3	116126040	116126154	5	NA	NA	NA	NA	NA	NA	NA	NA	27	2
chr3	116297471	116297526	4	24	6	NA	NA	NA	NA	NA	NA	NA	NA
chr3	116510924	116511051	21	NA	NA	58	8	29	3	43	10	34	25
chr3	119412490	119412548	6	NA	NA	21	21	NA	NA	NA	NA	NA	NA
chr3	119486204	119486280	15	NA	NA	52	0	NA	NA	NA	NA	NA	NA
chr3	120871799	120872041	8	NA	NA	30	30	NA	NA	NA	NA	NA	NA
chr3	120965391	120965446	10	30	15	NA	NA	NA	NA	NA	NA	NA	NA
chr3	120966205	120966238	3	NA	NA	NA	NA	NA	NA	21	7	NA	NA
chr3	120994579	120994666	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr3	121129558	121129621	14	NA	NA	NA	NA	NA	NA	NA	NA	42	0
chr3	121129760	121129824	11	NA	NA	46	0	NA	NA	NA	NA	NA	NA
chr3	121230286	121230358	8	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr3	121427053	121427169	7	NA	NA	20	1	NA	NA	NA	NA	NA	NA
chr3	122122536	122122737	8	NA	NA	23	0	NA	NA	NA	NA	NA	NA
chr3	122323705	122323750	5	NA	NA	NA	NA	24	17	NA	NA	NA	NA
chr3	122970115	122970259	12	NA	NA	36	10	22	2	NA	NA	NA	NA
chr3	122970969	122971031	6	NA	NA	NA	NA	26	4	NA	NA	NA	NA
chr3	123231798	123231856	6	NA	NA	NA	NA	NA	NA	24	24	NA	NA
chr3	124024250	124024308	6	NA	NA	NA	NA	NA	NA	NA	NA	29	21
chr3	125641603	125641648	10	NA	NA	NA	NA	NA	NA	40	0	NA	NA
chr3	127483186	127483355	7	NA	NA	NA	NA	NA	NA	21	8	NA	NA
chr3	127539948	127539998	5	NA	NA	NA	NA	NA	NA	20	16	NA	NA
chr3	127598732	127598785	8	NA	NA	27	4	NA	NA	NA	NA	NA	NA
chr3	129395823	129395973	11	NA	NA	54	54	NA	NA	27	27	NA	NA
chr3	129672593	129672687	10	NA	NA	NA	NA	33	16	NA	NA	21	2
chr3	130418103	130418143	5	NA	NA	NA	NA	NA	NA	NA	NA	20	4
chr3	130814560	130814718	9	NA	NA	38	6	NA	NA	NA	NA	NA	NA
chr3	130814953	130815028	6	21	2	NA	NA	NA	NA	NA	NA	NA	NA
chr3	130922964	130923063	7	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr3	130974808	130975025	17	26	2	NA	NA	38	14	NA	NA	NA	NA
chr3	130981001	130981129	8	NA	NA	NA	NA	49	49	NA	NA	NA	NA
chr3	131839503	131839535	9	35	17	NA	NA	NA	NA	NA	NA	NA	NA
chr3	132346979	132347123	11	32	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	132491726	132491774	6	NA	NA	NA	NA	23	23	NA	NA	NA	NA
chr3	133899103	133899151	10	30	0	NA	NA	NA	NA	NA	NA	NA	NA
chr3	134875684	134875746	9	NA	NA	NA	NA	35	18	NA	NA	NA	NA
chr3	135226440	135226488	5	NA	NA	NA	NA	29	29	NA	NA	NA	NA
chr3	135394789	135395002	6	NA	NA	NA	NA	NA	NA	20	14	NA	NA
chr3	138737605	138737664	12	NA	NA	NA	NA	NA	NA	NA	NA	36	0
chr3	142224107	142224153	5	NA	NA	NA	NA	NA	NA	44	33	NA	NA
